,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
13879,2016,2016,FL,Florida,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,81.6,81.6,,,79.9,83.2,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
13896,2016,2016,GA,Georgia,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,79.3,79.3,,,76.5,81.8,Overall,Overall,,,,,"(32.83968109300048, -83.62758034599966)",,13,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
13962,2016,2016,HI,Hawaii,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,83.7,83.7,,,81.4,85.8,Overall,Overall,,,,,"(21.304850435000446, -157.85774940299973)",,15,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14011,2016,2016,ID,Idaho,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,64.2,64.2,,,60.7,67.5,Overall,Overall,,,,,"(43.682630005000476, -114.3637300419997)",,16,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14054,2016,2016,US,United States,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,77.5,77.5,*,50 States + DC: US Median,76.1,79.2,Overall,Overall,,,,,,,59,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14055,2016,2016,AL,Alabama,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,78.1,78.1,,,75.7,80.3,Overall,Overall,,,,,"(32.84057112200048, -86.63186076199969)",,1,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14056,2016,2016,AK,Alaska,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,67.5,67.5,,,62.4,72.2,Overall,Overall,,,,,"(64.84507995700051, -147.72205903599973)",,2,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14057,2016,2016,AZ,Arizona,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,76.2,76.2,,,73.8,78.4,Overall,Overall,,,,,"(34.865970280000454, -111.76381127699972)",,4,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14058,2016,2016,AR,Arkansas,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,72.7,72.7,,,69.3,75.9,Overall,Overall,,,,,"(34.74865012400045, -92.27449074299966)",,5,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14059,2016,2016,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,82.3,82.3,,,80.0,84.3,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",,6,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14060,2016,2016,CO,Colorado,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,73.1,73.1,,,71.3,74.9,Overall,Overall,,,,,"(38.843840757000464, -106.13361092099967)",,8,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14061,2016,2016,CT,Connecticut,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,85.6,85.6,,,84.0,87.0,Overall,Overall,,,,,"(41.56266102000046, -72.64984095199964)",,9,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14062,2016,2016,DE,Delaware,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,82.2,82.2,,,79.0,84.9,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14063,2016,2016,DC,District of Columbia,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,83.0,83.0,,,80.1,85.6,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14064,2016,2016,NY,New York,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,79.2,79.2,,,77.2,81.0,Overall,Overall,,,,,"(42.82700103200045, -75.54397042699964)",,36,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14065,2016,2016,RI,Rhode Island,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,85.4,85.4,,,83.2,87.3,Overall,Overall,,,,,"(41.70828019300046, -71.52247031399963)",,44,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14066,2016,2016,SC,South Carolina,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,76.1,76.1,,,74.0,78.0,Overall,Overall,,,,,"(33.998821303000454, -81.04537120699968)",,45,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14067,2016,2016,SD,South Dakota,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,78.7,78.7,,,75.0,81.9,Overall,Overall,,,,,"(44.353130053000484, -100.3735306369997)",,46,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14068,2016,2016,TN,Tennessee,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,77.2,77.2,,,74.5,79.7,Overall,Overall,,,,,"(35.68094058000048, -85.77449091399967)",,47,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14069,2016,2016,TX,Texas,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,73.3,73.3,,,69.7,76.6,Overall,Overall,,,,,"(31.827240407000488, -99.42677020599967)",,48,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14070,2016,2016,UT,Utah,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,77.2,77.2,,,74.8,79.4,Overall,Overall,,,,,"(39.360700171000474, -111.58713063499971)",,49,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14071,2016,2016,VT,Vermont,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,78.3,78.3,,,75.8,80.6,Overall,Overall,,,,,"(43.62538123900049, -72.51764079099962)",,50,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14072,2016,2016,VA,Virginia,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,80.4,80.4,,,77.8,82.7,Overall,Overall,,,,,"(37.54268067400045, -78.45789046299967)",,51,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14073,2016,2016,WA,Washington,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,76.0,76.0,,,74.2,77.8,Overall,Overall,,,,,"(47.52227862900048, -120.47001078999972)",,53,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14074,2016,2016,WV,West Virginia,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,78.0,78.0,,,75.8,80.0,Overall,Overall,,,,,"(38.66551020200046, -80.71264013499967)",,54,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14075,2016,2016,WI,Wisconsin,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,80.4,80.4,,,77.4,83.0,Overall,Overall,,,,,"(44.39319117400049, -89.81637074199966)",,55,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14076,2016,2016,WY,Wyoming,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,63.9,63.9,,,60.3,67.4,Overall,Overall,,,,,"(43.23554134300048, -108.10983035299967)",,56,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14077,2016,2016,GU,Guam,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,73.2,73.2,,,66.2,79.1,Overall,Overall,,,,,"(13.444304, 144.793731)",,66,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14078,2016,2016,PR,Puerto Rico,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,83.7,83.7,,,80.9,86.2,Overall,Overall,,,,,"(18.220833, -66.590149)",,72,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14079,2016,2016,VI,Virgin Islands,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Crude Prevalence,68.7,68.7,,,62.4,74.4,Overall,Overall,,,,,"(18.335765, -64.896335)",,78,CAN,CAN1_0,CRDPREV,OVERALL,OVR,,,,
14080,2016,2016,US,United States,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,77.3,77.3,*,50 States + DC: US Median,75.7,79.0,Overall,Overall,,,,,,,59,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14081,2016,2016,AL,Alabama,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,77.9,77.9,,,75.4,80.2,Overall,Overall,,,,,"(32.84057112200048, -86.63186076199969)",,1,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14082,2016,2016,AK,Alaska,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,68.0,68.0,,,63.0,72.6,Overall,Overall,,,,,"(64.84507995700051, -147.72205903599973)",,2,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14083,2016,2016,AZ,Arizona,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,75.9,75.9,,,73.4,78.2,Overall,Overall,,,,,"(34.865970280000454, -111.76381127699972)",,4,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14084,2016,2016,AR,Arkansas,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,72.7,72.7,,,69.1,76.0,Overall,Overall,,,,,"(34.74865012400045, -92.27449074299966)",,5,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14085,2016,2016,CA,California,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,82.1,82.1,,,79.9,84.2,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",,6,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14086,2016,2016,CO,Colorado,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,72.8,72.8,,,71.0,74.6,Overall,Overall,,,,,"(38.843840757000464, -106.13361092099967)",,8,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14087,2016,2016,CT,Connecticut,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,85.6,85.6,,,84.0,87.1,Overall,Overall,,,,,"(41.56266102000046, -72.64984095199964)",,9,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14088,2016,2016,DE,Delaware,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,81.5,81.5,,,78.0,84.5,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14089,2016,2016,DC,District of Columbia,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,83.2,83.2,,,80.2,85.8,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14090,2016,2016,FL,Florida,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,81.3,81.3,,,79.6,83.0,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14091,2016,2016,GA,Georgia,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,79.2,79.2,,,76.4,81.8,Overall,Overall,,,,,"(32.83968109300048, -83.62758034599966)",,13,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14092,2016,2016,HI,Hawaii,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,83.8,83.8,,,81.5,85.9,Overall,Overall,,,,,"(21.304850435000446, -157.85774940299973)",,15,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14093,2016,2016,ID,Idaho,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,63.3,63.3,,,59.7,66.8,Overall,Overall,,,,,"(43.682630005000476, -114.3637300419997)",,16,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14094,2016,2016,IL,Illinois,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,77.9,77.9,,,74.9,80.7,Overall,Overall,,,,,"(40.48501028300046, -88.99771017799969)",,17,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14095,2016,2016,IN,Indiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,71.6,71.6,,,69.4,73.6,Overall,Overall,,,,,"(39.766910452000445, -86.14996019399968)",,18,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14096,2016,2016,IA,Iowa,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,77.3,77.3,,,74.8,79.7,Overall,Overall,,,,,"(42.46940091300047, -93.81649055599968)",,19,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14097,2016,2016,KS,Kansas,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,75.1,75.1,,,73.1,76.9,Overall,Overall,,,,,"(38.34774030000045, -98.20078122699965)",,20,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14098,2016,2016,KY,Kentucky,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,76.4,76.4,,,74.0,78.7,Overall,Overall,,,,,"(37.645970271000465, -84.77497104799966)",,21,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14099,2016,2016,LA,Louisiana,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,78.5,78.5,,,75.4,81.4,Overall,Overall,,,,,"(31.31266064400046, -92.44568007099969)",,22,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14100,2016,2016,ME,Maine,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,80.5,80.5,,,78.4,82.5,Overall,Overall,,,,,"(45.254228894000505, -68.98503133599962)",,23,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14101,2016,2016,MD,Maryland,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,81.1,81.1,,,79.5,82.6,Overall,Overall,,,,,"(39.29058096400047, -76.60926011099963)",,24,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14102,2016,2016,MA,Massachusetts,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,85.8,85.8,,,83.4,88.0,Overall,Overall,,,,,"(42.27687047000046, -72.08269067499964)",,25,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14103,2016,2016,MI,Michigan,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,79.4,79.4,,,77.5,81.2,Overall,Overall,,,,,"(44.6613195430005, -84.71439026999968)",,26,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14104,2016,2016,MN,Minnesota,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,82.0,82.0,,,80.5,83.3,Overall,Overall,,,,,"(46.35564873600049, -94.79420050299967)",,27,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14105,2016,2016,MS,Mississippi,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,71.0,71.0,,,67.7,74.1,Overall,Overall,,,,,"(32.745510099000455, -89.53803082499968)",,28,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14106,2016,2016,MO,Missouri,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,75.9,75.9,,,72.8,78.7,Overall,Overall,,,,,"(38.635790776000476, -92.56630005299968)",,29,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14107,2016,2016,MT,Montana,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,72.6,72.6,,,69.1,75.8,Overall,Overall,,,,,"(47.06652897200047, -109.42442064499971)",,30,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14108,2016,2016,NE,Nebraska,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,73.5,73.5,,,71.4,75.6,Overall,Overall,,,,,"(41.6410409880005, -99.36572062299967)",,31,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14109,2016,2016,NV,Nevada,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,73.5,73.5,,,69.5,77.2,Overall,Overall,,,,,"(39.493240390000494, -117.07184056399967)",,32,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14110,2016,2016,NH,New Hampshire,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,81.5,81.5,,,79.2,83.6,Overall,Overall,,,,,"(43.65595011300047, -71.50036091999965)",,33,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14111,2016,2016,NJ,New Jersey,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,80.4,80.4,,,77.5,83.0,Overall,Overall,,,,,"(40.13057004800049, -74.27369128799967)",,34,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14112,2016,2016,NM,New Mexico,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,71.0,71.0,,,67.9,74.0,Overall,Overall,,,,,"(34.52088095200048, -106.24058098499967)",,35,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14113,2016,2016,NY,New York,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,79.2,79.2,,,77.2,81.1,Overall,Overall,,,,,"(42.82700103200045, -75.54397042699964)",,36,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14114,2016,2016,NC,North Carolina,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,79.0,79.0,,,76.3,81.5,Overall,Overall,,,,,"(35.466220975000454, -79.15925046299964)",,37,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14115,2016,2016,ND,North Dakota,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,74.4,74.4,,,71.5,77.1,Overall,Overall,,,,,"(47.47531977900047, -100.11842104899966)",,38,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14116,2016,2016,OH,Ohio,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,77.0,77.0,,,74.8,79.1,Overall,Overall,,,,,"(40.06021014100048, -82.40426005599966)",,39,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14117,2016,2016,OK,Oklahoma,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,74.1,74.1,,,71.5,76.6,Overall,Overall,,,,,"(35.47203135600046, -97.52107021399968)",,40,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
14118,2016,2016,OR,Oregon,BRFSS,Cancer,Mammography use among women aged 50-74 years,,%,Age-adjusted Prevalence,73.1,73.1,,,70.1,76.0,Overall,Overall,,,,,"(44.56744942400047, -120.15503132599969)",,41,CAN,CAN1_0,AGEADJPREV,OVERALL,OVR,,,,
