,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
36927,2016,2016,AZ,Arizona,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.2,35.2,,,33.7,36.7,Overall,Overall,,,,,"(34.865970280000454, -111.76381127699972)",,4,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36928,2016,2016,AR,Arkansas,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.1,39.1,,,36.8,41.6,Overall,Overall,,,,,"(34.74865012400045, -92.27449074299966)",,5,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36929,2016,2016,CA,California,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.7,35.7,,,34.5,37.0,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",,6,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36930,2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.8,42.8,,,41.7,43.9,Overall,Overall,,,,,"(38.843840757000464, -106.13361092099967)",,8,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36931,2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.8,42.8,,,41.5,44.1,Overall,Overall,,,,,"(41.56266102000046, -72.64984095199964)",,9,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36932,2016,2016,DE,Delaware,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.6,41.6,,,39.5,43.8,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36933,2016,2016,DC,District of Columbia,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,37.2,37.2,,,35.1,39.2,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36934,2016,2016,FL,Florida,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.0,35.0,,,34.0,36.0,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36935,2016,2016,KY,Kentucky,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.5,38.5,,,37.0,39.9,Overall,Overall,,,,,"(37.645970271000465, -84.77497104799966)",,21,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36936,2016,2016,LA,Louisiana,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,32.9,32.9,,,30.9,34.9,Overall,Overall,,,,,"(31.31266064400046, -92.44568007099969)",,22,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36937,2016,2016,ME,Maine,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.7,41.7,,,40.2,43.2,Overall,Overall,,,,,"(45.254228894000505, -68.98503133599962)",,23,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36938,2016,2016,MD,Maryland,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,43.2,43.2,,,42.0,44.3,Overall,Overall,,,,,"(39.29058096400047, -76.60926011099963)",,24,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36939,2016,2016,MA,Massachusetts,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.9,41.9,,,40.4,43.5,Overall,Overall,,,,,"(42.27687047000046, -72.08269067499964)",,25,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36940,2016,2016,MI,Michigan,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.4,36.4,,,35.3,37.5,Overall,Overall,,,,,"(44.6613195430005, -84.71439026999968)",,26,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36941,2016,2016,MN,Minnesota,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.1,44.1,,,43.2,45.0,Overall,Overall,,,,,"(46.35564873600049, -94.79420050299967)",,27,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36942,2016,2016,MS,Mississippi,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,37.1,37.1,,,35.4,38.9,Overall,Overall,,,,,"(32.745510099000455, -89.53803082499968)",,28,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36943,2016,2016,MO,Missouri,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.5,42.5,,,40.7,44.3,Overall,Overall,,,,,"(38.635790776000476, -92.56630005299968)",,29,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36944,2016,2016,MT,Montana,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.5,39.5,,,37.8,41.3,Overall,Overall,,,,,"(47.06652897200047, -109.42442064499971)",,30,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36945,2016,2016,NE,Nebraska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.4,44.4,,,43.1,45.7,Overall,Overall,,,,,"(41.6410409880005, -99.36572062299967)",,31,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36946,2016,2016,NV,Nevada,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,32.3,32.3,,,30.3,34.3,Overall,Overall,,,,,"(39.493240390000494, -117.07184056399967)",,32,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36947,2016,2016,NH,New Hampshire,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.8,41.8,,,40.1,43.6,Overall,Overall,,,,,"(43.65595011300047, -71.50036091999965)",,33,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36948,2016,2016,NJ,New Jersey,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.4,39.4,,,37.7,41.2,Overall,Overall,,,,,"(40.13057004800049, -74.27369128799967)",,34,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36949,2016,2016,NM,New Mexico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,40.5,40.5,,,38.6,42.4,Overall,Overall,,,,,"(34.52088095200048, -106.24058098499967)",,35,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36950,2016,2016,NY,New York,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.9,39.9,,,38.7,41.0,Overall,Overall,,,,,"(42.82700103200045, -75.54397042699964)",,36,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36951,2016,2016,NC,North Carolina,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.3,44.3,,,42.8,45.8,Overall,Overall,,,,,"(35.466220975000454, -79.15925046299964)",,37,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36952,2016,2016,ND,North Dakota,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.0,42.0,,,40.3,43.7,Overall,Overall,,,,,"(47.47531977900047, -100.11842104899966)",,38,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36953,2016,2016,OH,Ohio,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.6,38.6,,,37.2,39.9,Overall,Overall,,,,,"(40.06021014100048, -82.40426005599966)",,39,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36954,2016,2016,OK,Oklahoma,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,40.6,40.6,,,39.0,42.2,Overall,Overall,,,,,"(35.47203135600046, -97.52107021399968)",,40,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36955,2016,2016,OR,Oregon,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.6,35.6,,,34.1,37.2,Overall,Overall,,,,,"(44.56744942400047, -120.15503132599969)",,41,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36957,2016,2016,PA,Pennsylvania,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.7,42.7,,,41.1,44.3,Overall,Overall,,,,,"(40.79373015200048, -77.86070029399963)",,42,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36958,2016,2016,RI,Rhode Island,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,46.4,46.4,,,44.4,48.4,Overall,Overall,,,,,"(41.70828019300046, -71.52247031399963)",,44,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36959,2016,2016,SC,South Carolina,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.0,38.0,,,36.8,39.3,Overall,Overall,,,,,"(33.998821303000454, -81.04537120699968)",,45,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36960,2016,2016,SD,South Dakota,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,48.3,48.3,,,46.0,50.5,Overall,Overall,,,,,"(44.353130053000484, -100.3735306369997)",,46,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36961,2016,2016,TN,Tennessee,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.3,36.3,,,34.6,38.0,Overall,Overall,,,,,"(35.68094058000048, -85.77449091399967)",,47,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36962,2016,2016,TX,Texas,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,37.4,37.4,,,35.7,39.1,Overall,Overall,,,,,"(31.827240407000488, -99.42677020599967)",,48,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36963,2016,2016,UT,Utah,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.2,36.2,,,35.0,37.4,Overall,Overall,,,,,"(39.360700171000474, -111.58713063499971)",,49,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36964,2016,2016,VT,Vermont,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.6,41.6,,,39.9,43.3,Overall,Overall,,,,,"(43.62538123900049, -72.51764079099962)",,50,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36965,2016,2016,VA,Virginia,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.7,42.7,,,41.3,44.0,Overall,Overall,,,,,"(37.54268067400045, -78.45789046299967)",,51,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36966,2016,2016,WA,Washington,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,40.1,40.1,,,39.1,41.2,Overall,Overall,,,,,"(47.52227862900048, -120.47001078999972)",,53,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36967,2016,2016,WV,West Virginia,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.6,44.6,,,43.3,46.0,Overall,Overall,,,,,"(38.66551020200046, -80.71264013499967)",,54,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36968,2016,2016,WI,Wisconsin,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.0,36.0,,,34.2,37.8,Overall,Overall,,,,,"(44.39319117400049, -89.81637074199966)",,55,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36969,2016,2016,WY,Wyoming,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.8,34.8,,,32.8,36.9,Overall,Overall,,,,,"(43.23554134300048, -108.10983035299967)",,56,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36970,2016,2016,GU,Guam,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,29.6,29.6,,,26.4,33.0,Overall,Overall,,,,,"(13.444304, 144.793731)",,66,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36971,2016,2016,PR,Puerto Rico,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,25.2,25.2,,,23.6,26.7,Overall,Overall,,,,,"(18.220833, -66.590149)",,72,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36972,2016,2016,VI,Virgin Islands,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,15.5,15.5,,,12.7,18.8,Overall,Overall,,,,,"(18.335765, -64.896335)",,78,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
36973,2016,2016,US,United States,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.0,38.0,*,50 States + DC: US Median,36.7,39.3,Overall,Overall,,,,,,,59,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36974,2016,2016,AL,Alabama,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.9,34.9,,,33.4,36.4,Overall,Overall,,,,,"(32.84057112200048, -86.63186076199969)",,1,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36975,2016,2016,AK,Alaska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.4,34.4,,,31.6,37.4,Overall,Overall,,,,,"(64.84507995700051, -147.72205903599973)",,2,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36976,2016,2016,AZ,Arizona,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,33.9,33.9,,,32.3,35.4,Overall,Overall,,,,,"(34.865970280000454, -111.76381127699972)",,4,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36977,2016,2016,AR,Arkansas,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.7,37.7,,,35.1,40.3,Overall,Overall,,,,,"(34.74865012400045, -92.27449074299966)",,5,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36978,2016,2016,CA,California,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.2,35.2,,,34.0,36.4,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",,6,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36979,2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.3,42.3,,,41.1,43.4,Overall,Overall,,,,,"(38.843840757000464, -106.13361092099967)",,8,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36981,2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,41.4,41.4,,,39.9,42.8,Overall,Overall,,,,,"(41.56266102000046, -72.64984095199964)",,9,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36982,2016,2016,DE,Delaware,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,39.5,39.5,,,37.3,41.8,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36983,2016,2016,DC,District of Columbia,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.0,38.0,,,36.0,39.9,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36984,2016,2016,FL,Florida,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,31.8,31.8,,,30.8,32.8,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36985,2016,2016,GA,Georgia,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.6,34.6,,,32.9,36.3,Overall,Overall,,,,,"(32.83968109300048, -83.62758034599966)",,13,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36986,2016,2016,HI,Hawaii,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.3,38.3,,,36.7,39.9,Overall,Overall,,,,,"(21.304850435000446, -157.85774940299973)",,15,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36987,2016,2016,ID,Idaho,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,33.1,33.1,,,31.2,35.0,Overall,Overall,,,,,"(43.682630005000476, -114.3637300419997)",,16,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36988,2016,2016,IL,Illinois,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.2,35.2,,,33.5,36.9,Overall,Overall,,,,,"(40.48501028300046, -88.99771017799969)",,17,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36989,2016,2016,IN,Indiana,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.4,36.4,,,35.1,37.8,Overall,Overall,,,,,"(39.766910452000445, -86.14996019399968)",,18,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36990,2016,2016,IA,Iowa,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,45.0,45.0,,,43.5,46.6,Overall,Overall,,,,,"(42.46940091300047, -93.81649055599968)",,19,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36991,2016,2016,KS,Kansas,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.7,36.7,,,35.6,37.9,Overall,Overall,,,,,"(38.34774030000045, -98.20078122699965)",,20,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36992,2016,2016,KY,Kentucky,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.9,36.9,,,35.4,38.4,Overall,Overall,,,,,"(37.645970271000465, -84.77497104799966)",,21,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36993,2016,2016,LA,Louisiana,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,31.9,31.9,,,30.0,33.9,Overall,Overall,,,,,"(31.31266064400046, -92.44568007099969)",,22,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36994,2016,2016,ME,Maine,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.4,38.4,,,36.8,40.1,Overall,Overall,,,,,"(45.254228894000505, -68.98503133599962)",,23,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36995,2016,2016,MD,Maryland,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.1,42.1,,,40.9,43.3,Overall,Overall,,,,,"(39.29058096400047, -76.60926011099963)",,24,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36996,2016,2016,MA,Massachusetts,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,40.8,40.8,,,39.2,42.3,Overall,Overall,,,,,"(42.27687047000046, -72.08269067499964)",,25,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36997,2016,2016,MI,Michigan,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.7,34.7,,,33.6,35.8,Overall,Overall,,,,,"(44.6613195430005, -84.71439026999968)",,26,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36998,2016,2016,MN,Minnesota,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.9,42.9,,,41.9,43.8,Overall,Overall,,,,,"(46.35564873600049, -94.79420050299967)",,27,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
36999,2016,2016,MS,Mississippi,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,35.9,35.9,,,34.1,37.7,Overall,Overall,,,,,"(32.745510099000455, -89.53803082499968)",,28,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
37000,2016,2016,MO,Missouri,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,41.0,41.0,,,39.1,42.9,Overall,Overall,,,,,"(38.635790776000476, -92.56630005299968)",,29,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
37001,2016,2016,MT,Montana,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.7,37.7,,,35.8,39.6,Overall,Overall,,,,,"(47.06652897200047, -109.42442064499971)",,30,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
37002,2016,2016,NE,Nebraska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,43.4,43.4,,,42.1,44.8,Overall,Overall,,,,,"(41.6410409880005, -99.36572062299967)",,31,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
37003,2016,2016,NV,Nevada,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,31.2,31.2,,,29.2,33.3,Overall,Overall,,,,,"(39.493240390000494, -117.07184056399967)",,32,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
37004,2016,2016,NH,New Hampshire,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,39.9,39.9,,,38.0,41.8,Overall,Overall,,,,,"(43.65595011300047, -71.50036091999965)",,33,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
37005,2016,2016,NJ,New Jersey,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.0,38.0,,,36.2,39.8,Overall,Overall,,,,,"(40.13057004800049, -74.27369128799967)",,34,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
