REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Ohio,2015,39,X,0.57026,X,X,X,X,X,X,53,41,9294
States,Oklahoma,2015,39,X,1.06336,X,X,X,X,X,X,24,13,2257
States,Oregon,2015,39,X,0.283587,X,X,X,X,X,X,8,8,2821
States,Pennsylvania,2015,39,X,1.00901,X,X,X,X,X,X,112,25,11100
States,Rhode Island,2015,39,X,0.12747,X,X,X,X,X,X,8,19,6276
States,South Carolina,2015,39,X,0.283086,X,X,X,X,X,X,8,8,2826
States,South Dakota,2015,39,X,0.34662,X,X,X,X,X,X,2,2,577
States,Tennessee,2015,39,X,0.411219,X,X,X,X,X,X,39,51,9484
States,Texas,2015,39,X,2.17404,X,X,X,X,X,X,775,84,35648
States,Utah,2015,39,X,1.03753,X,X,X,X,X,X,201,42,19373
States,Vermont,2015,39,X,0.806452,X,X,X,X,X,X,6,4,744
States,Virginia,2015,39,X,1.31923,X,X,X,X,X,X,1135,123,86035
States,Washington,2015,39,X,0.911577,X,X,X,X,X,X,30,28,3291
States,West Virginia,2015,39,X,0.771431,X,X,X,X,X,X,89,27,11537
States,Wisconsin,2015,39,X,1.30351,X,X,X,X,X,X,74,20,5677
States,Wyoming,2015,39,X,0.227964,X,X,X,X,X,X,6,12,2632
States,Puerto Rico,2015,39,X,3.79198,X,X,X,X,X,X,210,8,5538
States,Virgin Islands,2015,39,X,1.48148,X,X,X,X,X,X,6,1,405
States,New York City,2015,39,X,1.23467,X,X,X,X,X,X,1179,78,95491
States,Alabama,2015,40,X,2.58875,X,X,X,X,X,X,272,28,10507
States,Alaska,2015,40,X,0.627353,X,X,X,X,X,X,10,7,1594
States,Arizona,2015,40,X,1.23609,X,X,X,X,X,X,290,52,23461
States,Arkansas,2015,40,X,1.14799,X,X,X,X,X,X,46,14,4007
States,California,2015,40,X,1.38064,X,X,X,X,X,X,558,125,40416
States,Colorado,2015,40,X,0.51656,X,X,X,X,X,X,17,5,3291
States,Connecticut,2015,40,X,1.0157,X,X,X,X,X,X,55,17,5415
States,Delaware,2015,40,X,0.0994777,X,X,X,X,X,X,4,16,4021
States,District of Columbia,2015,40,0,0,X,X,X,X,X,X,0,0,0
States,Florida,2015,40,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,40,X,1.4234,X,X,X,X,X,X,385,30,27048
States,Hawaii,2015,40,X,2.33303,X,X,X,X,X,X,51,20,2186
States,Idaho,2015,40,X,0.404263,X,X,X,X,X,X,11,8,2721
States,Illinois,2015,40,X,1.63805,X,X,X,X,X,X,833,80,50853
States,Indiana,2015,40,X,0.923388,X,X,X,X,X,X,64,31,6931
States,Iowa,2015,40,X,0.433735,X,X,X,X,X,X,9,9,2075
States,Kansas,2015,40,X,1.12164,X,X,X,X,X,X,90,35,8024
States,Kentucky,2015,40,X,0.236898,X,X,X,X,X,X,57,24,24061
States,Louisiana,2015,40,X,1.81531,X,X,X,X,X,X,804,73,44290
States,Maine,2015,40,X,1.1742,X,X,X,X,X,X,67,28,5706
States,Maryland,2015,40,X,1.09231,X,X,X,X,X,X,82,32,7507
States,Massachusetts,2015,40,X,0.790429,X,X,X,X,X,X,185,44,23405
States,Michigan,2015,40,X,0.679905,X,X,X,X,X,X,164,66,24121
States,Minnesota,2015,40,X,0.597213,X,X,X,X,X,X,36,17,6028
States,Mississippi,2015,40,X,2.15856,X,X,X,X,X,X,428,53,19828
States,Missouri,2015,40,X,1.11897,X,X,X,X,X,X,87,17,7775
States,Montana,2015,40,X,0.129618,X,X,X,X,X,X,4,8,3086
States,Nebraska,2015,40,X,0.428878,X,X,X,X,X,X,12,16,2798
States,Nevada,2015,40,X,0.62855,X,X,X,X,X,X,83,28,13205
States,New Hampshire,2015,40,X,0.0828672,X,X,X,X,X,X,4,22,4827
States,New Jersey,2015,40,X,0.896943,X,X,X,X,X,X,98,23,10926
States,New Mexico,2015,40,X,0.971393,X,X,X,X,X,X,109,26,11221
States,New York,2015,40,X,0.588433,X,X,X,X,X,X,70,80,11896
States,North Carolina,2015,40,X,0.835925,X,X,X,X,X,X,129,48,15432
States,North Dakota,2015,40,X,0.60652,X,X,X,X,X,X,8,9,1319
States,Ohio,2015,40,X,0.54476,X,X,X,X,X,X,97,67,17806
States,Oklahoma,2015,40,X,0.937038,X,X,X,X,X,X,57,28,6083
States,Oregon,2015,40,X,0.609618,X,X,X,X,X,X,27,15,4429
States,Pennsylvania,2015,40,X,1.30656,X,X,X,X,X,X,203,54,15537
States,Rhode Island,2015,40,X,0.110072,X,X,X,X,X,X,6,16,5451
States,South Carolina,2015,40,X,0.539773,X,X,X,X,X,X,19,11,3520
States,South Dakota,2015,40,X,0.981962,X,X,X,X,X,X,92,34,9369
States,Tennessee,2015,40,X,0.734619,X,X,X,X,X,X,72,53,9801
States,Texas,2015,40,X,3.1748,X,X,X,X,X,X,1016,126,32002
States,Utah,2015,40,X,1.05777,X,X,X,X,X,X,206,44,19475
States,Vermont,2015,40,X,0.222519,X,X,X,X,X,X,5,7,2247
States,Virginia,2015,40,X,1.33996,X,X,X,X,X,X,1197,128,89331
States,Washington,2015,40,X,0.441684,X,X,X,X,X,X,32,47,7245
States,West Virginia,2015,40,X,1.02553,X,X,X,X,X,X,184,50,17942
States,Wisconsin,2015,40,X,1.89587,X,X,X,X,X,X,134,23,7068
States,Wyoming,2015,40,X,0.418318,X,X,X,X,X,X,19,21,4542
States,Puerto Rico,2015,40,X,3.35556,X,X,X,X,X,X,156,8,4649
States,Virgin Islands,2015,40,X,1.11421,X,X,X,X,X,X,4,1,359
States,New York City,2015,40,X,1.23738,X,X,X,X,X,X,1259,87,101747
States,Alabama,2015,41,X,2.48819,X,X,X,X,X,X,258,28,10369
States,Alaska,2015,41,X,1.17302,X,X,X,X,X,X,20,8,1705
States,Arizona,2015,41,X,1.44689,X,X,X,X,X,X,360,54,24881
States,Arkansas,2015,41,X,0.863984,X,X,X,X,X,X,35,15,4051
States,California,2015,41,X,1.5661,X,X,X,X,X,X,653,138,41696
States,Colorado,2015,41,X,0.62028,X,X,X,X,X,X,23,6,3708
States,Connecticut,2015,41,X,0.805524,X,X,X,X,X,X,49,16,6083
States,Delaware,2015,41,X,0.0235738,X,X,X,X,X,X,1,16,4242
States,District of Columbia,2015,41,X,0.108932,X,X,X,X,X,X,1,1,918
States,Florida,2015,41,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,41,X,1.17165,X,X,X,X,X,X,360,30,30726
States,Hawaii,2015,41,X,1.79028,X,X,X,X,X,X,35,20,1955
States,Idaho,2015,41,X,0.354484,X,X,X,X,X,X,10,9,2821
States,Illinois,2015,41,X,1.7586,X,X,X,X,X,X,908,80,51632
States,Indiana,2015,41,X,1.1695,X,X,X,X,X,X,79,30,6755
States,Iowa,2015,41,X,0.28746,X,X,X,X,X,X,8,10,2783
States,Kansas,2015,41,X,1.02605,X,X,X,X,X,X,78,35,7602
States,Kentucky,2015,41,X,0.307777,X,X,X,X,X,X,78,27,25343
States,Louisiana,2015,41,X,1.81375,X,X,X,X,X,X,840,71,46313
States,Maine,2015,41,X,0.893655,X,X,X,X,X,X,50,28,5595
States,Maryland,2015,41,X,0.792553,X,X,X,X,X,X,63,30,7949
States,Massachusetts,2015,41,X,0.643767,X,X,X,X,X,X,134,43,20815
States,Michigan,2015,41,X,0.682377,X,X,X,X,X,X,172,70,25206
States,Minnesota,2015,41,X,1.17073,X,X,X,X,X,X,60,16,5125
States,Mississippi,2015,41,X,2.57163,X,X,X,X,X,X,473,53,18393
States,Missouri,2015,41,X,1.26363,X,X,X,X,X,X,102,16,8072
States,Montana,2015,41,X,0.110092,X,X,X,X,X,X,3,8,2725
States,Nebraska,2015,41,X,0.451722,X,X,X,X,X,X,16,16,3542
States,Nevada,2015,41,X,0.397966,X,X,X,X,X,X,54,27,13569
States,New Hampshire,2015,41,X,0.17753,X,X,X,X,X,X,7,21,3943
States,New Jersey,2015,41,X,0.608305,X,X,X,X,X,X,23,14,3781
States,New Mexico,2015,41,X,0.906883,X,X,X,X,X,X,112,27,12350
States,New York,2015,41,X,0.557203,X,X,X,X,X,X,62,80,11127
States,North Carolina,2015,41,X,1.28871,X,X,X,X,X,X,196,50,15209
States,North Dakota,2015,41,X,0.211119,X,X,X,X,X,X,3,10,1421
States,Ohio,2015,41,X,0.650656,X,X,X,X,X,X,123,68,18904
States,Oklahoma,2015,41,X,2.1645,X,X,X,X,X,X,130,28,6006
States,Oregon,2015,41,X,0.889757,X,X,X,X,X,X,41,16,4608
States,Pennsylvania,2015,41,X,1.50744,X,X,X,X,X,X,228,53,15125
States,Rhode Island,2015,41,X,0.145864,X,X,X,X,X,X,7,16,4799
States,South Carolina,2015,41,X,0.874568,X,X,X,X,X,X,38,12,4345
States,South Dakota,2015,41,X,0.928495,X,X,X,X,X,X,87,34,9370
States,Tennessee,2015,41,X,0.604789,X,X,X,X,X,X,49,51,8102
States,Texas,2015,41,X,3.42995,X,X,X,X,X,X,1084,124,31604
States,Utah,2015,41,X,1.05639,X,X,X,X,X,X,204,44,19311
States,Vermont,2015,41,X,0.295334,X,X,X,X,X,X,10,10,3386
States,Virginia,2015,41,X,1.50892,X,X,X,X,X,X,1325,125,87811
States,Washington,2015,41,X,0.730327,X,X,X,X,X,X,40,46,5477
States,West Virginia,2015,41,X,0.978325,X,X,X,X,X,X,181,51,18501
States,Wisconsin,2015,41,X,1.7285,X,X,X,X,X,X,123,24,7116
States,Wyoming,2015,41,X,0.416336,X,X,X,X,X,X,21,23,5044
States,Puerto Rico,2015,41,X,2.96902,X,X,X,X,X,X,138,8,4648
States,Virgin Islands,2015,41,X,1.79949,X,X,X,X,X,X,7,1,389
States,New York City,2015,41,X,1.37565,X,X,X,X,X,X,1404,86,102061
States,Alabama,2015,42,X,2.31635,X,X,X,X,X,X,251,29,10836
States,Alaska,2015,42,X,0.982659,X,X,X,X,X,X,17,7,1730
States,Arizona,2015,42,X,1.49271,X,X,X,X,X,X,396,56,26529
States,Arkansas,2015,42,X,0.997208,X,X,X,X,X,X,50,17,5014
States,California,2015,42,X,1.50411,X,X,X,X,X,X,677,140,45010
States,Colorado,2015,42,X,0.528659,X,X,X,X,X,X,19,6,3594
States,Connecticut,2015,42,X,0.963763,X,X,X,X,X,X,50,16,5188
States,Delaware,2015,42,X,0.0697188,X,X,X,X,X,X,3,16,4303
States,District of Columbia,2015,42,X,0.487805,X,X,X,X,X,X,4,1,820
States,Florida,2015,42,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,42,X,1.03207,X,X,X,X,X,X,318,31,30812
States,Hawaii,2015,42,X,1.30685,X,X,X,X,X,X,25,19,1913
States,Idaho,2015,42,X,0.609989,X,X,X,X,X,X,16,8,2623
States,Illinois,2015,42,X,1.6042,X,X,X,X,X,X,806,80,50243
States,Indiana,2015,42,X,1.07755,X,X,X,X,X,X,66,30,6125
States,Iowa,2015,42,X,0.630473,X,X,X,X,X,X,18,10,2855
States,Kansas,2015,42,X,1.05094,X,X,X,X,X,X,85,34,8088
States,Kentucky,2015,42,X,0.318249,X,X,X,X,X,X,82,23,25766
States,Louisiana,2015,42,X,2.04177,X,X,X,X,X,X,964,76,47214
States,Maine,2015,42,X,1.09129,X,X,X,X,X,X,63,28,5773
States,Maryland,2015,42,X,1.44368,X,X,X,X,X,X,116,30,8035
States,Massachusetts,2015,42,X,0.733375,X,X,X,X,X,X,177,44,24135
States,Michigan,2015,42,X,0.655234,X,X,X,X,X,X,162,70,24724
States,Minnesota,2015,42,X,0.78125,X,X,X,X,X,X,45,17,5760
States,Mississippi,2015,42,X,2.59902,X,X,X,X,X,X,521,53,20046
States,Missouri,2015,42,X,1.60311,X,X,X,X,X,X,132,18,8234
States,Montana,2015,42,X,0.286328,X,X,X,X,X,X,8,7,2794
States,Nebraska,2015,42,X,0.498287,X,X,X,X,X,X,16,16,3211
States,Nevada,2015,42,X,0.488183,X,X,X,X,X,X,63,27,12905
States,New Hampshire,2015,42,X,0.137426,X,X,X,X,X,X,6,21,4366
States,New Jersey,2015,42,X,0.605908,X,X,X,X,X,X,24,14,3961
States,New Mexico,2015,42,X,1.16146,X,X,X,X,X,X,142,27,12226
States,New York,2015,42,X,0.85962,X,X,X,X,X,X,115,82,13378
States,North Carolina,2015,42,X,1.24048,X,X,X,X,X,X,220,54,17735
States,North Dakota,2015,42,X,0.232739,X,X,X,X,X,X,3,9,1289
States,Ohio,2015,42,X,0.572453,X,X,X,X,X,X,115,68,20089
States,Oklahoma,2015,42,X,2.18176,X,X,X,X,X,X,133,26,6096
States,Oregon,2015,42,X,0.801527,X,X,X,X,X,X,42,21,5240
States,Pennsylvania,2015,42,X,1.61744,X,X,X,X,X,X,230,52,14220
States,Rhode Island,2015,42,X,0.23129,X,X,X,X,X,X,14,17,6053
States,South Carolina,2015,42,X,1.06744,X,X,X,X,X,X,44,12,4122
States,South Dakota,2015,42,X,0.818172,X,X,X,X,X,X,76,34,9289
States,Tennessee,2015,42,X,0.757878,X,X,X,X,X,X,76,55,10028
States,Texas,2015,42,X,3.63057,X,X,X,X,X,X,1162,122,32006
States,Utah,2015,42,X,1.22651,X,X,X,X,X,X,216,42,17611
States,Vermont,2015,42,X,0.486174,X,X,X,X,X,X,16,10,3291
States,Virginia,2015,42,X,1.7641,X,X,X,X,X,X,1565,127,88714
States,Washington,2015,42,X,0.349592,X,X,X,X,X,X,21,46,6007
States,West Virginia,2015,42,X,1.31689,X,X,X,X,X,X,237,51,17997
States,Wisconsin,2015,42,X,1.82971,X,X,X,X,X,X,127,25,6941
States,Wyoming,2015,42,X,0.541691,X,X,X,X,X,X,28,24,5169
States,Puerto Rico,2015,42,X,4.26033,X,X,X,X,X,X,199,9,4671
States,Virgin Islands,2015,42,X,1.03896,X,X,X,X,X,X,4,1,385
States,New York City,2015,42,X,1.48518,X,X,X,X,X,X,1485,85,99988
States,Alabama,2015,43,X,2.19702,X,X,X,X,X,X,279,26,12699
States,Alaska,2015,43,X,0.531601,X,X,X,X,X,X,9,7,1693
States,Arizona,2015,43,X,1.80696,X,X,X,X,X,X,404,53,22358
States,Arkansas,2015,43,X,0.845899,X,X,X,X,X,X,46,17,5438
States,California,2015,43,X,1.61772,X,X,X,X,X,X,715,151,44198
States,Colorado,2015,43,X,0.440744,X,X,X,X,X,X,18,5,4084
States,Connecticut,2015,43,X,1.42061,X,X,X,X,X,X,51,15,3590
States,Delaware,2015,43,X,0.123885,X,X,X,X,X,X,5,16,4036
States,District of Columbia,2015,43,X,2.58663,X,X,X,X,X,X,53,1,2049
States,Florida,2015,43,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,43,X,0.847821,X,X,X,X,X,X,257,30,30313
States,Hawaii,2015,43,X,1.5625,X,X,X,X,X,X,28,18,1792
States,Idaho,2015,43,X,0.576271,X,X,X,X,X,X,17,9,2950
States,Illinois,2015,43,X,1.77543,X,X,X,X,X,X,842,76,47425
States,Indiana,2015,43,X,1.18121,X,X,X,X,X,X,85,30,7196
States,Iowa,2015,43,X,0.285714,X,X,X,X,X,X,8,10,2800
States,Kansas,2015,43,X,1.20738,X,X,X,X,X,X,91,35,7537
States,Kentucky,2015,43,X,0.423318,X,X,X,X,X,X,118,29,27875
States,Louisiana,2015,43,X,1.86562,X,X,X,X,X,X,823,77,44114
States,Maine,2015,43,X,1.03147,X,X,X,X,X,X,59,28,5720
States,Maryland,2015,43,X,1.44254,X,X,X,X,X,X,121,33,8388
States,Massachusetts,2015,43,X,0.589921,X,X,X,X,X,X,142,41,24071
States,Michigan,2015,43,X,0.722036,X,X,X,X,X,X,187,71,25899
States,Minnesota,2015,43,X,0.831601,X,X,X,X,X,X,48,18,5772
States,Mississippi,2015,43,X,2.55443,X,X,X,X,X,X,501,53,19613
States,Missouri,2015,43,X,1.13927,X,X,X,X,X,X,98,20,8602
States,Montana,2015,43,X,0.059453,X,X,X,X,X,X,2,8,3364
States,Nebraska,2015,43,X,0.331583,X,X,X,X,X,X,12,17,3619
States,Nevada,2015,43,X,0.689338,X,X,X,X,X,X,90,28,13056
States,New Hampshire,2015,43,X,0.20979,X,X,X,X,X,X,9,22,4290
States,New Jersey,2015,43,X,0.426487,X,X,X,X,X,X,19,14,4455
States,New Mexico,2015,43,X,0.995633,X,X,X,X,X,X,114,25,11450
States,New York,2015,43,X,0.816171,X,X,X,X,X,X,107,83,13110
States,North Carolina,2015,43,X,1.40775,X,X,X,X,X,X,227,52,16125
States,North Dakota,2015,43,X,0.160128,X,X,X,X,X,X,2,10,1249
States,Ohio,2015,43,X,0.589923,X,X,X,X,X,X,109,69,18477
States,Oklahoma,2015,43,X,2.18795,X,X,X,X,X,X,122,25,5576
States,Oregon,2015,43,X,0.816957,X,X,X,X,X,X,37,19,4529
States,Pennsylvania,2015,43,X,1.35201,X,X,X,X,X,X,222,53,16420
States,Rhode Island,2015,43,X,0.231099,X,X,X,X,X,X,14,17,6058
States,South Carolina,2015,43,X,1.67598,X,X,X,X,X,X,81,13,4833
States,South Dakota,2015,43,X,1.01793,X,X,X,X,X,X,88,33,8645
States,Tennessee,2015,43,X,0.642475,X,X,X,X,X,X,54,51,8405
States,Texas,2015,43,X,3.84937,X,X,X,X,X,X,1152,123,29927
States,Utah,2015,43,X,1.12832,X,X,X,X,X,X,212,44,18789
States,Vermont,2015,43,X,0.445633,X,X,X,X,X,X,15,10,3366
States,Virginia,2015,43,X,1.54868,X,X,X,X,X,X,1341,125,86590
States,Washington,2015,43,X,0.970874,X,X,X,X,X,X,55,37,5665
States,West Virginia,2015,43,X,1.07118,X,X,X,X,X,X,197,52,18391
States,Wisconsin,2015,43,X,1.56403,X,X,X,X,X,X,112,24,7161
States,Wyoming,2015,43,X,0.540324,X,X,X,X,X,X,27,23,4997
States,Puerto Rico,2015,43,X,3.55441,X,X,X,X,X,X,179,9,5036
States,Virgin Islands,2015,43,X,1.01781,X,X,X,X,X,X,4,1,393
States,New York City,2015,43,X,1.45772,X,X,X,X,X,X,1426,91,97824
States,Alabama,2015,44,X,2.31715,X,X,X,X,X,X,313,28,13508
States,Alaska,2015,44,X,0.947867,X,X,X,X,X,X,10,6,1055
States,Arizona,2015,44,X,1.87283,X,X,X,X,X,X,415,57,22159
States,Arkansas,2015,44,X,0.967296,X,X,X,X,X,X,42,16,4342
States,California,2015,44,X,1.73589,X,X,X,X,X,X,800,157,46086
States,Colorado,2015,44,X,0.359595,X,X,X,X,X,X,11,5,3059
States,Connecticut,2015,44,X,1.79143,X,X,X,X,X,X,112,18,6252
States,Delaware,2015,44,X,0.204918,X,X,X,X,X,X,9,17,4392
States,District of Columbia,2015,44,X,5.83764,X,X,X,X,X,X,192,2,3289
States,Florida,2015,44,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,44,X,1.07349,X,X,X,X,X,X,370,31,34467
States,Hawaii,2015,44,X,2.18274,X,X,X,X,X,X,43,19,1970
States,Idaho,2015,44,X,0.443383,X,X,X,X,X,X,13,10,2932
States,Illinois,2015,44,X,1.79698,X,X,X,X,X,X,920,80,51197
States,Indiana,2015,44,X,1.10347,X,X,X,X,X,X,85,32,7703
States,Iowa,2015,44,X,0.559763,X,X,X,X,X,X,17,10,3037
States,Kansas,2015,44,X,1.60356,X,X,X,X,X,X,119,33,7421
States,Kentucky,2015,44,X,0.494734,X,X,X,X,X,X,132,28,26681
States,Louisiana,2015,44,X,1.92489,X,X,X,X,X,X,878,76,45613
States,Maine,2015,44,X,1.08696,X,X,X,X,X,X,55,27,5060
States,Maryland,2015,44,X,1.43698,X,X,X,X,X,X,122,31,8490
States,Massachusetts,2015,44,X,0.667916,X,X,X,X,X,X,164,44,24554
States,Michigan,2015,44,X,0.835379,X,X,X,X,X,X,211,70,25258
States,Minnesota,2015,44,X,1.2874,X,X,X,X,X,X,74,18,5748
States,Mississippi,2015,44,X,2.38468,X,X,X,X,X,X,503,54,21093
States,Missouri,2015,44,X,1.44876,X,X,X,X,X,X,122,19,8421
States,Montana,2015,44,X,0.193299,X,X,X,X,X,X,6,8,3104
States,Nebraska,2015,44,X,0.489663,X,X,X,X,X,X,18,17,3676
States,Nevada,2015,44,X,0.660979,X,X,X,X,X,X,86,28,13011
States,New Hampshire,2015,44,X,0.240385,X,X,X,X,X,X,10,21,4160
States,New Jersey,2015,44,X,0.744961,X,X,X,X,X,X,34,15,4564
States,New Mexico,2015,44,X,1.20291,X,X,X,X,X,X,152,27,12636
States,New York,2015,44,X,0.655665,X,X,X,X,X,X,89,84,13574
States,North Carolina,2015,44,X,1.17667,X,X,X,X,X,X,206,52,17507
States,North Dakota,2015,44,X,0.405268,X,X,X,X,X,X,4,8,987
States,Ohio,2015,44,X,0.736329,X,X,X,X,X,X,136,70,18470
States,Oklahoma,2015,44,X,2.13297,X,X,X,X,X,X,111,25,5204
States,Oregon,2015,44,X,0.660981,X,X,X,X,X,X,31,21,4690
States,Pennsylvania,2015,44,X,1.3918,X,X,X,X,X,X,246,55,17675
States,Rhode Island,2015,44,X,0.26852,X,X,X,X,X,X,17,17,6331
States,South Carolina,2015,44,X,1.27774,X,X,X,X,X,X,57,12,4461
States,South Dakota,2015,44,X,1.20166,X,X,X,X,X,X,110,34,9154
States,Tennessee,2015,44,X,0.698991,X,X,X,X,X,X,79,57,11302
States,Texas,2015,44,X,3.47839,X,X,X,X,X,X,1143,126,32860
States,Utah,2015,44,X,1.51484,X,X,X,X,X,X,291,41,19210
States,Vermont,2015,44,X,0.891651,X,X,X,X,X,X,33,11,3701
States,Virginia,2015,44,X,1.65955,X,X,X,X,X,X,1528,130,92073
States,Washington,2015,44,X,0.426667,X,X,X,X,X,X,24,46,5625
States,West Virginia,2015,44,X,1.41249,X,X,X,X,X,X,266,50,18832
States,Wisconsin,2015,44,X,1.62839,X,X,X,X,X,X,117,24,7185
States,Wyoming,2015,44,X,0.666159,X,X,X,X,X,X,35,25,5254
States,Puerto Rico,2015,44,X,4.98901,X,X,X,X,X,X,227,8,4550
States,Virgin Islands,2015,44,X,1.29534,X,X,X,X,X,X,5,1,386
States,New York City,2015,44,X,1.44121,X,X,X,X,X,X,1484,92,102969
States,Alabama,2015,45,X,2.20919,X,X,X,X,X,X,290,30,13127
States,Alaska,2015,45,X,1.1213,X,X,X,X,X,X,11,6,981
States,Arizona,2015,45,X,1.80418,X,X,X,X,X,X,438,57,24277
States,Arkansas,2015,45,X,1.07014,X,X,X,X,X,X,65,17,6074
States,California,2015,45,X,1.80813,X,X,X,X,X,X,782,156,43249
States,Colorado,2015,45,X,0.389206,X,X,X,X,X,X,15,5,3854
States,Connecticut,2015,45,X,1.07817,X,X,X,X,X,X,72,19,6678
States,Delaware,2015,45,X,0.167866,X,X,X,X,X,X,7,17,4170
States,District of Columbia,2015,45,X,4.2378,X,X,X,X,X,X,139,2,3280
States,Florida,2015,45,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,45,X,1.01664,X,X,X,X,X,X,344,31,33837
States,Hawaii,2015,45,X,1.69851,X,X,X,X,X,X,32,20,1884
States,Idaho,2015,45,X,0.673759,X,X,X,X,X,X,19,9,2820
States,Illinois,2015,45,X,2.01816,X,X,X,X,X,X,1020,79,50541
States,Indiana,2015,45,X,1.221,X,X,X,X,X,X,80,30,6552
States,Iowa,2015,45,X,0.498398,X,X,X,X,X,X,14,9,2809
States,Kansas,2015,45,X,1.44268,X,X,X,X,X,X,111,35,7694
States,Kentucky,2015,45,X,0.492591,X,X,X,X,X,X,121,28,24564
States,Louisiana,2015,45,X,2.1096,X,X,X,X,X,X,972,73,46075
States,Maine,2015,45,X,1.35762,X,X,X,X,X,X,79,28,5819
States,Maryland,2015,45,X,1.44607,X,X,X,X,X,X,111,30,7676
States,Massachusetts,2015,45,X,0.672289,X,X,X,X,X,X,165,45,24543
States,Michigan,2015,45,X,0.816032,X,X,X,X,X,X,215,70,26347
States,Minnesota,2015,45,X,1.10984,X,X,X,X,X,X,68,18,6127
States,Mississippi,2015,45,X,2.73615,X,X,X,X,X,X,566,54,20686
States,Missouri,2015,45,X,1.6603,X,X,X,X,X,X,139,20,8372
States,Montana,2015,45,X,0.23488,X,X,X,X,X,X,8,9,3406
States,Nebraska,2015,45,X,0.565771,X,X,X,X,X,X,20,17,3535
States,Nevada,2015,45,X,0.663507,X,X,X,X,X,X,84,28,12660
States,New Hampshire,2015,45,X,0.209809,X,X,X,X,X,X,8,20,3813
States,New Jersey,2015,45,X,0.430005,X,X,X,X,X,X,18,13,4186
States,New Mexico,2015,45,X,1.45063,X,X,X,X,X,X,155,24,10685
States,New York,2015,45,X,0.723665,X,X,X,X,X,X,97,85,13404
States,North Carolina,2015,45,X,0.972206,X,X,X,X,X,X,163,54,16766
States,North Dakota,2015,45,X,0.423131,X,X,X,X,X,X,3,6,709
States,Ohio,2015,45,X,0.959362,X,X,X,X,X,X,178,70,18554
States,Oklahoma,2015,45,X,3.17486,X,X,X,X,X,X,199,26,6268
States,Oregon,2015,45,X,1.81065,X,X,X,X,X,X,83,16,4584
States,Pennsylvania,2015,45,X,1.55583,X,X,X,X,X,X,248,53,15940
States,Rhode Island,2015,45,X,0.187138,X,X,X,X,X,X,11,17,5878
States,South Carolina,2015,45,X,1.74586,X,X,X,X,X,X,79,12,4525
States,South Dakota,2015,45,X,1.09203,X,X,X,X,X,X,96,34,8791
States,Tennessee,2015,45,X,0.587774,X,X,X,X,X,X,60,55,10208
States,Texas,2015,45,X,3.86243,X,X,X,X,X,X,1214,123,31431
States,Utah,2015,45,X,1.5367,X,X,X,X,X,X,295,42,19197
States,Vermont,2015,45,X,0.925926,X,X,X,X,X,X,33,11,3564
States,Virginia,2015,45,X,1.67621,X,X,X,X,X,X,1493,128,89070
States,Washington,2015,45,X,0.401914,X,X,X,X,X,X,21,45,5225
States,West Virginia,2015,45,X,1.44617,X,X,X,X,X,X,277,53,19154
States,Wisconsin,2015,45,X,1.56006,X,X,X,X,X,X,110,25,7051
States,Wyoming,2015,45,X,0.801443,X,X,X,X,X,X,40,24,4991
States,Puerto Rico,2015,45,X,3.60957,X,X,X,X,X,X,169,8,4682
States,Virgin Islands,2015,45,X,0.746269,X,X,X,X,X,X,3,1,402
States,New York City,2015,45,X,1.50803,X,X,X,X,X,X,1507,90,99932
States,Alabama,2015,46,X,2.64504,X,X,X,X,X,X,305,30,11531
States,Alaska,2015,46,X,0.715746,X,X,X,X,X,X,7,6,978
States,Arizona,2015,46,X,1.84161,X,X,X,X,X,X,496,59,26933
States,Arkansas,2015,46,X,1.25613,X,X,X,X,X,X,64,16,5095
States,California,2015,46,X,2.14097,X,X,X,X,X,X,996,157,46521
States,Colorado,2015,46,X,0.513322,X,X,X,X,X,X,21,5,4091
States,Connecticut,2015,46,X,1.1393,X,X,X,X,X,X,75,20,6583
States,Delaware,2015,46,X,0.273496,X,X,X,X,X,X,11,17,4022
States,District of Columbia,2015,46,X,6.85539,X,X,X,X,X,X,201,2,2932
States,Florida,2015,46,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2015,46,X,1.25685,X,X,X,X,X,X,431,31,34292
States,Hawaii,2015,46,X,1.47727,X,X,X,X,X,X,26,18,1760
States,Idaho,2015,46,X,0.439932,X,X,X,X,X,X,13,9,2955
States,Illinois,2015,46,X,1.89498,X,X,X,X,X,X,978,81,51610
States,Indiana,2015,46,X,1.19584,X,X,X,X,X,X,85,31,7108
States,Iowa,2015,46,X,0.525164,X,X,X,X,X,X,12,8,2285
States,Kansas,2015,46,X,1.40774,X,X,X,X,X,X,111,35,7885
States,Kentucky,2015,46,X,0.52279,X,X,X,X,X,X,135,28,25823
