,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
37803,2016,2016,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,3.4,3.7,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37804,2016,2016,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.5,4.1,Overall,Overall,,,,,"(32.83968109300048, -83.62758034599966)",,13,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37805,2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,2.9,3.4,Overall,Overall,,,,,"(21.304850435000446, -157.85774940299973)",,15,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37806,2016,2016,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.3,3.8,Overall,Overall,,,,,"(43.682630005000476, -114.3637300419997)",,16,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37807,2016,2016,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.2,3.7,Overall,Overall,,,,,"(40.48501028300046, -88.99771017799969)",,17,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37808,2016,2016,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,4.0,4.4,Overall,Overall,,,,,"(39.766910452000445, -86.14996019399968)",,18,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37809,2016,2016,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.3,3.3,,,3.0,3.5,Overall,Overall,,,,,"(42.46940091300047, -93.81649055599968)",,19,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37810,2016,2016,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.2,3.2,,,3.1,3.4,Overall,Overall,,,,,"(38.34774030000045, -98.20078122699965)",,20,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37811,2016,2016,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.6,4.6,,,4.3,4.9,Overall,Overall,,,,,"(37.645970271000465, -84.77497104799966)",,21,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37812,2016,2016,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,3.8,4.5,Overall,Overall,,,,,"(31.31266064400046, -92.44568007099969)",,22,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37813,2016,2016,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.3,Overall,Overall,,,,,"(45.254228894000505, -68.98503133599962)",,23,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37814,2016,2016,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.2,3.5,Overall,Overall,,,,,"(39.29058096400047, -76.60926011099963)",,24,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37815,2016,2016,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.6,4.1,Overall,Overall,,,,,"(42.27687047000046, -72.08269067499964)",,25,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37816,2016,2016,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4.0,4.5,Overall,Overall,,,,,"(44.6613195430005, -84.71439026999968)",,26,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37817,2016,2016,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,3.0,3.3,Overall,Overall,,,,,"(46.35564873600049, -94.79420050299967)",,27,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37818,2016,2016,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4.0,4.7,Overall,Overall,,,,,"(32.745510099000455, -89.53803082499968)",,28,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37819,2016,2016,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,3.8,4.5,Overall,Overall,,,,,"(38.635790776000476, -92.56630005299968)",,29,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37820,2016,2016,MT,Montana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.1,3.7,Overall,Overall,,,,,"(47.06652897200047, -109.42442064499971)",,30,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37821,2016,2016,NE,Nebraska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.2,3.2,,,3.0,3.4,Overall,Overall,,,,,"(41.6410409880005, -99.36572062299967)",,31,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37822,2016,2016,NV,Nevada,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4.0,4.8,Overall,Overall,,,,,"(39.493240390000494, -117.07184056399967)",,32,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37823,2016,2016,NH,New Hampshire,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.0,4.0,,,3.6,4.3,Overall,Overall,,,,,"(43.65595011300047, -71.50036091999965)",,33,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37824,2016,2016,NJ,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.1,3.7,Overall,Overall,,,,,"(40.13057004800049, -74.27369128799967)",,34,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37825,2016,2016,NM,New Mexico,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.6,4.3,Overall,Overall,,,,,"(34.52088095200048, -106.24058098499967)",,35,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37826,2016,2016,NY,New York,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.5,3.5,,,3.4,3.7,Overall,Overall,,,,,"(42.82700103200045, -75.54397042699964)",,36,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37827,2016,2016,NC,North Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.8,3.8,,,3.6,4.1,Overall,Overall,,,,,"(35.466220975000454, -79.15925046299964)",,37,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37828,2016,2016,ND,North Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.1,3.1,,,2.8,3.4,Overall,Overall,,,,,"(47.47531977900047, -100.11842104899966)",,38,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37829,2016,2016,OH,Ohio,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.1,4.1,,,3.8,4.3,Overall,Overall,,,,,"(40.06021014100048, -82.40426005599966)",,39,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37830,2016,2016,OK,Oklahoma,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4.1,4.7,Overall,Overall,,,,,"(35.47203135600046, -97.52107021399968)",,40,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37831,2016,2016,OR,Oregon,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4.0,4.5,Overall,Overall,,,,,"(44.56744942400047, -120.15503132599969)",,41,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37832,2016,2016,PA,Pennsylvania,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,3.9,4.5,Overall,Overall,,,,,"(40.79373015200048, -77.86070029399963)",,42,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37833,2016,2016,RI,Rhode Island,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.2,4.2,,,3.8,4.5,Overall,Overall,,,,,"(41.70828019300046, -71.52247031399963)",,44,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37834,2016,2016,SC,South Carolina,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.3,4.3,,,4.0,4.5,Overall,Overall,,,,,"(33.998821303000454, -81.04537120699968)",,45,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37835,2016,2016,SD,South Dakota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.8,2.8,,,2.5,3.1,Overall,Overall,,,,,"(44.353130053000484, -100.3735306369997)",,46,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37836,2016,2016,TN,Tennessee,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,4.4,4.4,,,4.0,4.7,Overall,Overall,,,,,"(35.68094058000048, -85.77449091399967)",,47,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37837,2016,2016,TX,Texas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.1,3.7,Overall,Overall,,,,,"(31.827240407000488, -99.42677020599967)",,48,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37838,2016,2016,UT,Utah,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.5,4.0,Overall,Overall,,,,,"(39.360700171000474, -111.58713063499971)",,49,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37839,2016,2016,VT,Vermont,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.9,3.9,,,3.6,4.2,Overall,Overall,,,,,"(43.62538123900049, -72.51764079099962)",,50,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37840,2016,2016,VA,Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.4,3.4,,,3.2,3.6,Overall,Overall,,,,,"(37.54268067400045, -78.45789046299967)",,51,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37841,2016,2016,WA,Washington,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.6,3.9,Overall,Overall,,,,,"(47.52227862900048, -120.47001078999972)",,53,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37842,2016,2016,WV,West Virginia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,5.0,5.0,,,4.8,5.3,Overall,Overall,,,,,"(38.66551020200046, -80.71264013499967)",,54,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37843,2016,2016,WI,Wisconsin,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.7,3.7,,,3.4,4.0,Overall,Overall,,,,,"(44.39319117400049, -89.81637074199966)",,55,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37844,2016,2016,WY,Wyoming,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,3.6,3.6,,,3.2,4.0,Overall,Overall,,,,,"(43.23554134300048, -108.10983035299967)",,56,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37845,2016,2016,VI,Virgin Islands,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Mean,2.8,2.8,,,2.2,3.4,Overall,Overall,,,,,"(18.335765, -64.896335)",,78,MTH,MTH1_0,MEAN,OVERALL,OVR,,,,
37846,2016,2016,US,United States,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,*,50 States + DC: US Median,3.6,4.2,Overall,Overall,,,,,,,59,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37847,2016,2016,AL,Alabama,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.6,4.6,,,4.3,4.8,Overall,Overall,,,,,"(32.84057112200048, -86.63186076199969)",,1,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37848,2016,2016,AK,Alaska,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,3.0,3.9,Overall,Overall,,,,,"(64.84507995700051, -147.72205903599973)",,2,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37849,2016,2016,AZ,Arizona,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.6,4.2,Overall,Overall,,,,,"(34.865970280000454, -111.76381127699972)",,4,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37850,2016,2016,AR,Arkansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,5.2,5.2,,,4.7,5.7,Overall,Overall,,,,,"(34.74865012400045, -92.27449074299966)",,5,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37851,2016,2016,CA,California,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.5,3.5,,,3.3,3.7,Overall,Overall,,,,,"(37.63864012300047, -120.99999953799971)",,6,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37852,2016,2016,CO,Colorado,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.4,3.8,Overall,Overall,,,,,"(38.843840757000464, -106.13361092099967)",,8,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37853,2016,2016,CT,Connecticut,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.8,3.8,,,3.5,4.0,Overall,Overall,,,,,"(41.56266102000046, -72.64984095199964)",,9,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37854,2016,2016,DE,Delaware,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.3,4.1,Overall,Overall,,,,,"(39.008830667000495, -75.57774116799965)",,10,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37855,2016,2016,DC,District of Columbia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3.1,3.6,Overall,Overall,,,,,"(38.907192, -77.036871)",,11,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37856,2016,2016,FL,Florida,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.5,3.9,Overall,Overall,,,,,"(28.932040377000476, -81.92896053899966)",,12,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37857,2016,2016,GA,Georgia,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.7,3.7,,,3.4,4.1,Overall,Overall,,,,,"(32.83968109300048, -83.62758034599966)",,13,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37858,2016,2016,HI,Hawaii,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.2,3.2,,,2.9,3.4,Overall,Overall,,,,,"(21.304850435000446, -157.85774940299973)",,15,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37859,2016,2016,ID,Idaho,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.6,3.6,,,3.3,3.9,Overall,Overall,,,,,"(43.682630005000476, -114.3637300419997)",,16,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37860,2016,2016,IL,Illinois,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,3.2,3.7,Overall,Overall,,,,,"(40.48501028300046, -88.99771017799969)",,17,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37861,2016,2016,IN,Indiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,4.0,4.5,Overall,Overall,,,,,"(39.766910452000445, -86.14996019399968)",,18,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37862,2016,2016,IA,Iowa,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3.1,3.6,Overall,Overall,,,,,"(42.46940091300047, -93.81649055599968)",,19,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37863,2016,2016,KS,Kansas,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.3,3.3,,,3.1,3.5,Overall,Overall,,,,,"(38.34774030000045, -98.20078122699965)",,20,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37864,2016,2016,KY,Kentucky,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.7,4.7,,,4.4,5.1,Overall,Overall,,,,,"(37.645970271000465, -84.77497104799966)",,21,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37865,2016,2016,LA,Louisiana,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.2,4.2,,,3.9,4.6,Overall,Overall,,,,,"(31.31266064400046, -92.44568007099969)",,22,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37866,2016,2016,ME,Maine,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4.1,4.7,Overall,Overall,,,,,"(45.254228894000505, -68.98503133599962)",,23,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37867,2016,2016,MD,Maryland,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.4,3.4,,,3.2,3.6,Overall,Overall,,,,,"(39.29058096400047, -76.60926011099963)",,24,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37868,2016,2016,MA,Massachusetts,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.9,3.9,,,3.7,4.2,Overall,Overall,,,,,"(42.27687047000046, -72.08269067499964)",,25,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37869,2016,2016,MI,Michigan,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4.2,4.6,Overall,Overall,,,,,"(44.6613195430005, -84.71439026999968)",,26,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37870,2016,2016,MN,Minnesota,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,3.2,3.2,,,3.0,3.4,Overall,Overall,,,,,"(46.35564873600049, -94.79420050299967)",,27,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37871,2016,2016,MS,Mississippi,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.4,4.4,,,4.0,4.8,Overall,Overall,,,,,"(32.745510099000455, -89.53803082499968)",,28,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
37872,2016,2016,MO,Missouri,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,,Number,Age-adjusted Mean,4.3,4.3,,,3.9,4.6,Overall,Overall,,,,,"(38.635790776000476, -92.56630005299968)",,29,MTH,MTH1_0,AGEADJMEAN,OVERALL,OVR,,,,
